Payment Attempted On,Payment Successful On,Payment ID,Transaction ID,Issuer/Scheme,National/International,TSP Charges,Convenience Fee,CGST,SGST,IGST
'2020-05-28 14:55:50.0,'2020-05-28 14:57:53.0,324336498,401505,VISA,National,0.0,51.47,0.0,0.0,0.0
'2020-05-28 14:46:32.0,'2020-05-28 14:55:22.0,324334454,401497,AXIB,,0.0,143.57,0.0,0.0,0.0
'2020-05-28 14:41:59.0,'2020-05-28 14:45:37.0,324333472,401493,VISA,National,0.0,47.52,0.0,0.0,0.0
'2020-05-28 14:37:03.0,'2020-05-28 14:38:24.0,324332260,401492,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-28 14:34:34.0,'2020-05-28 14:36:57.0,324331757,401491,VISA,National,0.0,79.29,0.0,0.0,0.0
'2020-05-28 14:33:01.0,'2020-05-28 14:36:15.0,324331387,401489,HDFB,,0.0,101.14,0.0,0.0,0.0
'2020-05-28 14:31:37.0,'2020-05-28 14:33:22.0,324331045,401486,HDFB,,0.0,137.15,0.0,0.0,0.0
'2020-05-28 14:28:05.0,'2020-05-28 14:31:06.0,324330171,401485,HDFB,,0.0,183.01,0.0,0.0,0.0
'2020-05-28 14:26:34.0,'2020-05-28 14:30:29.0,324329848,401481,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 14:24:20.0,'2020-05-28 14:25:17.0,324329396,401479,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 14:18:28.0,'2020-05-28 14:20:15.0,324327958,401472,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-05-28 14:13:23.0,'2020-05-28 14:15:57.0,324326860,401468,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 14:12:39.0,'2020-05-28 14:15:07.0,324326693,401467,CC,National,0.0,168.57,0.0,0.0,0.0
'2020-05-28 14:03:41.0,'2020-05-28 14:05:57.0,324324524,401465,ICIB,,0.0,102.29,0.0,0.0,0.0
'2020-05-28 14:03:15.0,'2020-05-28 14:14:24.0,324324378,401464,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 14:03:09.0,'2020-05-28 14:06:23.0,324324353,401463,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-28 14:01:30.0,'2020-05-28 14:04:33.0,324323955,401461,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-05-28 13:58:56.0,'2020-05-28 14:00:55.0,324323229,401460,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 13:57:03.0,'2020-05-28 13:58:20.0,324322757,401458,VISA,National,0.0,59.23,0.0,0.0,0.0
'2020-05-28 13:52:24.0,'2020-05-28 13:55:39.0,324321681,401457,VISA,National,0.0,77.85,0.0,0.0,0.0
'2020-05-28 13:42:54.0,'2020-05-28 13:43:50.0,324319282,401454,HDFB,,0.0,111.0,0.0,0.0,0.0
'2020-05-28 13:29:55.0,'2020-05-28 13:36:14.0,324315838,401451,CC,National,0.0,126.37,0.0,0.0,0.0
'2020-05-28 13:26:16.0,'2020-05-28 13:28:30.0,324314900,401450,VISA,National,0.0,78.57,0.0,0.0,0.0
'2020-05-28 13:24:59.0,'2020-05-28 13:27:58.0,324314523,401448,SBIB,,0.0,119.95,0.0,0.0,0.0
'2020-05-28 13:24:28.0,'2020-05-28 13:26:27.0,324314401,401449,HDFB,,0.0,101.37,0.0,0.0,0.0
'2020-05-28 13:17:36.0,'2020-05-28 13:18:31.0,324312496,401441,HDFB,,0.0,148.38,0.0,0.0,0.0
'2020-05-28 13:16:36.0,'2020-05-28 13:50:58.0,324312228,401442,CC,National,0.0,129.58,0.0,0.0,0.0
'2020-05-28 13:12:19.0,'2020-05-28 13:14:09.0,324310985,401435,VISA,National,0.0,66.39,0.0,0.0,0.0
'2020-05-28 13:08:45.0,'2020-05-28 13:15:32.0,324309753,401431,VISA,National,0.0,78.57,0.0,0.0,0.0
'2020-05-28 13:04:07.0,'2020-05-28 13:09:29.0,324308552,401317,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 12:58:54.0,'2020-05-28 13:00:23.0,324306946,401411,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 12:58:24.0,'2020-05-28 12:59:55.0,324306794,401408,CC,National,0.0,119.03,0.0,0.0,0.0
'2020-05-28 12:58:01.0,'2020-05-28 13:00:12.0,324306703,401407,SBIB,,0.0,96.09,0.0,0.0,0.0
'2020-05-28 12:52:39.0,'2020-05-28 12:54:52.0,324305165,401401,VISA,National,0.0,49.32,0.0,0.0,0.0
'2020-05-28 12:50:35.0,'2020-05-28 12:52:21.0,324304515,401398,MAST,National,0.0,74.15,0.0,0.0,0.0
'2020-05-28 12:48:04.0,'2020-05-28 12:50:29.0,324303582,401396,CC,National,0.0,116.05,0.0,0.0,0.0
'2020-05-28 12:42:00.0,'2020-05-28 12:44:09.0,324301832,401385,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-28 12:37:00.0,'2020-05-28 12:40:03.0,324300105,401380,CC,National,0.0,101.14,0.0,0.0,0.0
'2020-05-28 12:34:24.0,'2020-05-28 12:35:54.0,324299220,401373,VISA,National,0.0,56.24,0.0,0.0,0.0
'2020-05-28 12:25:50.0,'2020-05-28 12:27:39.0,324296345,401351,VISA,National,0.0,57.79,0.0,0.0,0.0
'2020-05-28 12:21:18.0,'2020-05-28 12:22:46.0,324294886,401346,HDFB,,0.0,101.37,0.0,0.0,0.0
'2020-05-28 12:15:19.0,'2020-05-28 12:18:30.0,324292498,401333,CC,National,0.0,126.37,0.0,0.0,0.0
'2020-05-28 12:12:59.0,'2020-05-28 12:14:42.0,324291680,401330,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-05-28 12:08:41.0,'2020-05-28 12:11:25.0,324290146,401321,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-05-28 12:02:22.0,'2020-05-28 12:06:01.0,324286572,401316,CC,National,0.0,140.13,0.0,0.0,0.0
'2020-05-28 12:00:48.0,'2020-05-28 12:03:07.0,324286097,401311,CC,National,0.0,138.75,0.0,0.0,0.0
'2020-05-28 11:58:21.0,'2020-05-28 11:59:46.0,324285184,401309,HDFB,,0.0,127.51,0.0,0.0,0.0
'2020-05-28 11:57:34.0,'2020-05-28 11:59:05.0,324284963,401307,HDFB,,0.0,101.6,0.0,0.0,0.0
'2020-05-28 11:51:48.0,'2020-05-28 11:52:55.0,324283073,401301,CC,National,0.0,101.14,0.0,0.0,0.0
'2020-05-28 11:49:23.0,'2020-05-28 11:50:03.0,324282168,401297,HDFB,,0.0,127.51,0.0,0.0,0.0
'2020-05-28 11:46:34.0,'2020-05-28 11:47:23.0,324281278,401293,ICIB,,0.0,64.9,0.0,0.0,0.0
'2020-05-28 11:45:26.0,'2020-05-28 11:48:54.0,324280956,401288,SBIB,,0.0,142.42,0.0,0.0,0.0
'2020-05-28 11:44:05.0,'2020-05-28 11:46:18.0,324280528,401287,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-28 11:43:16.0,'2020-05-28 11:45:23.0,324280261,401285,CC,National,0.0,108.94,0.0,0.0,0.0
'2020-05-28 11:42:49.0,'2020-05-28 11:44:21.0,324280111,401284,ICIB,,0.0,98.85,0.0,0.0,0.0
'2020-05-28 11:41:18.0,'2020-05-28 11:43:59.0,324279602,401278,ICIB,,0.0,101.6,0.0,0.0,0.0
'2020-05-28 11:34:18.0,'2020-05-28 11:36:26.0,324277336,401271,ICIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-28 11:27:21.0,'2020-05-28 11:29:49.0,324275055,401266,CC,National,0.0,117.42,0.0,0.0,0.0
'2020-05-28 11:27:10.0,'2020-05-28 11:30:39.0,324274987,401265,AXIB,,0.0,101.37,0.0,0.0,0.0
'2020-05-28 11:22:11.0,'2020-05-28 11:23:35.0,324273464,401256,CC,National,0.0,73.39,0.0,0.0,0.0
'2020-05-28 11:21:05.0,'2020-05-28 11:22:45.0,324273168,401253,CC,National,0.0,152.28,0.0,0.0,0.0
'2020-05-28 11:13:36.0,'2020-05-28 11:16:04.0,324270752,401240,VISA,National,0.0,71.41,0.0,0.0,0.0
'2020-05-28 11:10:31.0,'2020-05-28 11:11:23.0,324269765,401234,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 11:06:04.0,'2020-05-28 11:07:38.0,324268279,401229,ICIB,,0.0,71.33,0.0,0.0,0.0
'2020-05-28 10:58:42.0,'2020-05-28 11:01:01.0,324265921,401217,AXIB,,0.0,61.23,0.0,0.0,0.0
'2020-05-28 10:55:51.0,'2020-05-28 10:57:08.0,324265079,401211,ICIB,,0.0,137.15,0.0,0.0,0.0
'2020-05-28 10:55:38.0,'2020-05-28 10:59:26.0,324265013,401210,CC,National,0.0,181.18,0.0,0.0,0.0
'2020-05-28 10:54:48.0,'2020-05-28 10:58:48.0,324264750,401208,162B,,0.0,113.75,0.0,0.0,0.0
'2020-05-28 10:53:52.0,'2020-05-28 10:55:09.0,324264430,401207,VISA,National,0.0,66.51,0.0,0.0,0.0
'2020-05-28 10:51:14.0,'2020-05-28 10:53:18.0,324263666,401198,CC,National,0.0,96.09,0.0,0.0,0.0
'2020-05-28 10:49:44.0,'2020-05-28 10:51:47.0,324263132,401196,VISA,National,0.0,56.72,0.0,0.0,0.0
'2020-05-28 10:46:44.0,'2020-05-28 10:48:03.0,324262274,401190,SBIB,,0.0,105.96,0.0,0.0,0.0
'2020-05-28 10:45:33.0,'2020-05-28 10:46:55.0,324261893,401188,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-28 10:43:38.0,'2020-05-28 10:44:25.0,324261334,401185,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 10:41:41.0,'2020-05-28 10:43:28.0,324260753,401184,HDFB,,0.0,91.28,0.0,0.0,0.0
'2020-05-28 10:41:05.0,'2020-05-28 10:42:22.0,324260582,401180,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-28 10:33:58.0,'2020-05-28 10:35:59.0,324258520,401172,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-28 10:31:55.0,'2020-05-28 10:33:59.0,324257959,401170,VISA,National,0.0,66.03,0.0,0.0,0.0
'2020-05-28 10:31:22.0,'2020-05-28 10:31:54.0,324257813,401169,HDFB,,0.0,99.53,0.0,0.0,0.0
'2020-05-28 10:29:24.0,'2020-05-28 10:30:35.0,324257235,401163,HDFB,,0.0,138.75,0.0,0.0,0.0
'2020-05-28 10:17:46.0,'2020-05-28 10:19:04.0,324254163,401147,MAST,National,0.0,76.78,0.0,0.0,0.0
'2020-05-28 09:57:14.0,'2020-05-28 10:13:57.0,324249088,401125,PHONEPE,,0.0,101.37,0.0,0.0,0.0
'2020-05-28 09:52:13.0,'2020-05-28 09:54:31.0,324247927,401126,CC,National,0.0,104.35,0.0,0.0,0.0
'2020-05-28 09:41:14.0,'2020-05-28 09:45:34.0,324245685,401122,CC,National,0.0,129.58,0.0,0.0,0.0
'2020-05-28 09:37:38.0,'2020-05-28 09:39:03.0,324244961,401120,SBIB,,0.0,115.13,0.0,0.0,0.0
'2020-05-28 09:34:13.0,'2020-05-28 09:35:56.0,324244305,401118,CC,National,0.0,109.17,0.0,0.0,0.0
'2020-05-28 09:31:30.0,'2020-05-28 09:32:52.0,324243750,401117,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-28 09:17:38.0,'2020-05-28 09:19:10.0,324241301,401114,MAST,National,0.0,53.14,0.0,0.0,0.0
'2020-05-28 09:12:58.0,'2020-05-28 09:14:53.0,324240606,401113,CC,National,0.0,149.53,0.0,0.0,0.0
'2020-05-28 08:58:35.0,'2020-05-28 09:00:59.0,324238296,401112,CC,National,0.0,183.24,0.0,0.0,0.0
'2020-05-28 08:45:46.0,'2020-05-28 08:46:36.0,324236426,401111,HDFB,,0.0,135.31,0.0,0.0,0.0
'2020-05-28 07:59:01.0,'2020-05-28 08:03:21.0,324230479,401108,CC,National,0.0,93.57,0.0,0.0,0.0
'2020-05-28 07:34:12.0,'2020-05-28 07:35:52.0,324228159,401105,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 07:31:53.0,'2020-05-28 07:33:43.0,324227941,401104,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-28 07:28:10.0,'2020-05-28 07:29:24.0,324227608,401101,CC,National,0.0,149.76,0.0,0.0,0.0
'2020-05-28 07:28:07.0,'2020-05-28 07:29:41.0,324227601,401103,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 07:27:39.0,'2020-05-28 07:29:02.0,324227561,401102,SBIB,,0.0,111.0,0.0,0.0,0.0
'2020-05-28 07:24:03.0,'2020-05-28 07:25:21.0,324227278,401100,SBIB,,0.0,101.6,0.0,0.0,0.0
'2020-05-28 06:56:42.0,'2020-05-28 06:59:48.0,324225341,401099,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-28 05:55:06.0,'2020-05-28 05:56:20.0,324222758,401098,CC,National,0.0,101.14,0.0,0.0,0.0
'2020-05-28 01:00:28.0,'2020-05-28 01:01:15.0,324217716,401095,AXIB,,0.0,148.38,0.0,0.0,0.0
'2020-05-28 00:51:01.0,'2020-05-28 00:56:20.0,324217337,401093,CC,National,0.0,102.06,0.0,0.0,0.0
'2020-05-28 00:50:57.0,'2020-05-28 00:52:29.0,324217334,401094,AXIB,,0.0,111.69,0.0,0.0,0.0
'2020-05-28 00:24:44.0,'2020-05-28 00:26:31.0,324216064,401092,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 23:40:04.0,'2020-05-27 23:41:09.0,324212486,401091,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-27 23:22:02.0,'2020-05-27 23:23:55.0,324210561,401089,CC,National,0.0,64.9,0.0,0.0,0.0
'2020-05-27 23:16:59.0,'2020-05-27 23:20:20.0,324209886,401088,VISA,National,0.0,56.84,0.0,0.0,0.0
'2020-05-27 23:13:21.0,'2020-05-27 23:14:14.0,324209534,401087,CC,National,0.0,55.04,0.0,0.0,0.0
'2020-05-27 22:54:48.0,'2020-05-27 22:57:38.0,324207223,401085,SBIB,,0.0,138.75,0.0,0.0,0.0
'2020-05-27 22:38:37.0,'2020-05-27 22:40:37.0,324204810,401084,VISA,National,0.0,66.51,0.0,0.0,0.0
'2020-05-27 22:30:57.0,'2020-05-27 22:32:06.0,324203794,401083,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 22:00:35.0,'2020-05-27 22:01:48.0,324199067,401081,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 21:54:08.0,'2020-05-27 21:56:26.0,324197792,401080,VISA,National,0.0,51.47,0.0,0.0,0.0
'2020-05-27 21:47:41.0,'2020-05-27 21:48:59.0,324196580,401079,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 21:39:08.0,'2020-05-27 21:40:14.0,324195023,401078,CC,National,0.0,111.69,0.0,0.0,0.0
'2020-05-27 21:36:03.0,'2020-05-27 21:39:31.0,324194510,401077,CC,National,0.0,115.13,0.0,0.0,0.0
'2020-05-27 21:21:12.0,'2020-05-27 21:22:36.0,324191854,401075,CC,National,0.0,161.23,0.0,0.0,0.0
'2020-05-27 21:19:40.0,'2020-05-27 21:22:49.0,324191499,401073,CC,National,0.0,168.57,0.0,0.0,0.0
'2020-05-27 21:13:30.0,'2020-05-27 21:14:52.0,324190461,401072,HDFB,,0.0,101.6,0.0,0.0,0.0
'2020-05-27 21:12:45.0,'2020-05-27 21:21:07.0,324190338,401071,HDFB,,0.0,142.42,0.0,0.0,0.0
'2020-05-27 21:08:01.0,'2020-05-27 21:11:21.0,324189391,401069,CC,National,0.0,111.0,0.0,0.0,0.0
'2020-05-27 21:07:56.0,'2020-05-27 21:08:38.0,324189382,401070,HDFB,,0.0,63.53,0.0,0.0,0.0
'2020-05-27 21:04:05.0,'2020-05-27 21:06:06.0,324188760,401068,CC,National,0.0,150.45,0.0,0.0,0.0
'2020-05-27 20:55:07.0,'2020-05-27 20:57:07.0,324187048,401067,CC,National,0.0,104.35,0.0,0.0,0.0
'2020-05-27 20:50:59.0,'2020-05-27 20:52:29.0,324186299,401065,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-27 20:50:48.0,'2020-05-27 20:51:45.0,324186266,401066,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-27 20:47:56.0,'2020-05-27 20:48:47.0,324185636,401063,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-27 20:47:27.0,'2020-05-27 20:48:53.0,324185547,401064,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-27 20:40:47.0,'2020-05-27 20:44:37.0,324184328,401060,CC,National,0.0,117.42,0.0,0.0,0.0
'2020-05-27 20:36:40.0,'2020-05-27 20:38:33.0,324183415,401059,VISA,National,0.0,46.09,0.0,0.0,0.0
'2020-05-27 20:30:16.0,'2020-05-27 20:31:06.0,324182161,401058,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:27:48.0,'2020-05-27 20:28:43.0,324181582,401057,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:25:27.0,'2020-05-27 20:26:31.0,324181151,401056,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:22:59.0,'2020-05-27 20:25:29.0,324180692,401054,CC,National,0.0,55.04,0.0,0.0,0.0
'2020-05-27 20:22:42.0,'2020-05-27 20:23:49.0,324180634,401055,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:22:33.0,'2020-05-27 20:23:36.0,324180600,401053,HDFB,,0.0,142.42,0.0,0.0,0.0
'2020-05-27 20:18:44.0,'2020-05-27 20:19:50.0,324179716,401052,VISA,National,0.0,79.29,0.0,0.0,0.0
'2020-05-27 20:16:05.0,'2020-05-27 20:17:15.0,324179215,401051,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:12:10.0,'2020-05-27 20:14:44.0,324178444,401050,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 20:11:01.0,'2020-05-27 20:12:03.0,324178208,401049,HDFB,,0.0,101.37,0.0,0.0,0.0
'2020-05-27 20:05:35.0,'2020-05-27 20:07:10.0,324177090,401048,VISA,National,0.0,60.9,0.0,0.0,0.0
'2020-05-27 20:04:01.0,'2020-05-27 20:05:57.0,324176806,401047,CC,National,0.0,113.75,0.0,0.0,0.0
'2020-05-27 19:59:09.0,'2020-05-27 20:06:24.0,324175718,401046,VISA,National,0.0,62.45,0.0,0.0,0.0
'2020-05-27 19:53:49.0,'2020-05-27 19:55:45.0,324174480,401045,CC,National,0.0,98.85,0.0,0.0,0.0
'2020-05-27 19:34:58.0,'2020-05-27 19:36:48.0,324170475,401039,CC,National,0.0,156.87,0.0,0.0,0.0
'2020-05-27 19:30:37.0,'2020-05-27 19:31:58.0,324169643,401037,VISA,National,0.0,77.26,0.0,0.0,0.0
'2020-05-27 19:29:53.0,'2020-05-27 19:32:52.0,324169426,401036,MAST,National,0.0,28.66,0.0,0.0,0.0
'2020-05-27 19:22:46.0,'2020-05-27 19:24:47.0,324168076,401032,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-27 19:20:17.0,'2020-05-27 19:21:39.0,324167587,401031,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 19:16:06.0,'2020-05-27 19:17:20.0,324166688,401030,HDFB,,0.0,137.15,0.0,0.0,0.0
'2020-05-27 19:09:25.0,'2020-05-27 19:12:23.0,324165347,401029,MAST,National,0.0,51.11,0.0,0.0,0.0
'2020-05-27 18:49:40.0,'2020-05-27 18:51:46.0,324161415,401026,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 18:49:04.0,'2020-05-27 18:51:34.0,324161288,401025,CC,National,0.0,117.19,0.0,0.0,0.0
'2020-05-27 18:46:39.0,'2020-05-27 18:48:00.0,324160838,401023,CC,National,0.0,113.75,0.0,0.0,0.0
'2020-05-27 18:35:23.0,'2020-05-27 18:36:06.0,324158514,400993,VISA,National,0.0,59.23,0.0,0.0,0.0
'2020-05-27 18:33:32.0,'2020-05-27 18:42:04.0,324158133,401020,HDFB,,0.0,137.15,0.0,0.0,0.0
'2020-05-27 18:30:51.0,'2020-05-27 18:32:10.0,324157631,401019,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-27 18:14:08.0,'2020-05-27 18:15:47.0,324154191,401016,CC,National,0.0,108.71,0.0,0.0,0.0
'2020-05-27 18:11:32.0,'2020-05-27 18:13:38.0,324153640,401015,CC,National,0.0,107.79,0.0,0.0,0.0
'2020-05-27 17:58:02.0,'2020-05-27 17:59:54.0,324150738,401014,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 17:53:45.0,'2020-05-27 17:57:05.0,324149809,401008,MAST,National,0.0,79.53,0.0,0.0,0.0
'2020-05-27 17:50:12.0,'2020-05-27 17:52:19.0,324149081,401013,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 17:47:59.0,'2020-05-27 17:49:03.0,324148561,401012,AXIB,,0.0,142.42,0.0,0.0,0.0
'2020-05-27 17:46:07.0,'2020-05-27 17:47:28.0,324148152,401011,HDFB,,0.0,74.77,0.0,0.0,0.0
'2020-05-27 17:42:59.0,'2020-05-27 17:44:48.0,324147519,401010,CC,National,0.0,116.96,0.0,0.0,0.0
'2020-05-27 17:37:47.0,'2020-05-27 17:39:48.0,324146269,401006,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 17:35:23.0,'2020-05-27 17:42:31.0,324145741,401005,CC,National,0.0,183.24,0.0,0.0,0.0
'2020-05-27 17:33:24.0,'2020-05-27 17:37:29.0,324145312,401004,SBIB,,0.0,101.6,0.0,0.0,0.0
'2020-05-27 17:29:38.0,'2020-05-27 17:33:30.0,324144393,401003,CC,National,0.0,148.38,0.0,0.0,0.0
'2020-05-27 17:18:11.0,'2020-05-27 17:19:02.0,324141858,400999,MAST,National,0.0,51.47,0.0,0.0,0.0
'2020-05-27 17:13:17.0,'2020-05-27 17:15:12.0,324140895,400996,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 17:11:59.0,'2020-05-27 17:15:39.0,324140640,400994,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 17:07:34.0,'2020-05-27 17:08:58.0,324139684,400991,MAST,National,0.0,74.75,0.0,0.0,0.0
'2020-05-27 17:01:25.0,'2020-05-27 17:03:08.0,324138351,400987,VISA,National,0.0,63.65,0.0,0.0,0.0
'2020-05-27 16:58:17.0,'2020-05-27 17:00:47.0,324137611,400985,PAYTM,,0.0,127.51,0.0,0.0,0.0
'2020-05-27 16:36:17.0,'2020-05-27 16:36:53.0,324133038,400973,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 16:32:47.0,'2020-05-27 16:33:52.0,324132374,400971,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 16:31:29.0,'2020-05-27 16:32:39.0,324132167,400969,HDFB,,0.0,126.83,0.0,0.0,0.0
'2020-05-27 16:29:42.0,'2020-05-27 16:37:43.0,324131748,400968,PAYTM,,0.0,93.8,0.0,0.0,0.0
'2020-05-27 16:26:09.0,'2020-05-27 16:33:24.0,324131072,400966,CC,National,0.0,73.39,0.0,0.0,0.0
'2020-05-27 16:19:03.0,'2020-05-27 16:27:33.0,324129560,400965,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 16:18:29.0,'2020-05-27 16:20:30.0,324129455,400963,CC,National,0.0,101.6,0.0,0.0,0.0
'2020-05-27 16:00:10.0,'2020-05-27 16:01:24.0,324125782,400946,MAST,National,0.0,33.79,0.0,0.0,0.0
'2020-05-27 15:45:25.0,'2020-05-27 15:46:06.0,324122398,400935,SBIB,,0.0,116.05,0.0,0.0,0.0
'2020-05-27 15:37:17.0,'2020-05-27 15:38:04.0,324120635,400927,CC,National,0.0,137.15,0.0,0.0,0.0
'2020-05-27 15:35:35.0,'2020-05-27 15:36:41.0,324120264,400925,ICIB,,0.0,108.71,0.0,0.0,0.0
'2020-05-27 15:23:17.0,'2020-05-27 15:25:14.0,324117584,400917,ICIB,,0.0,102.29,0.0,0.0,0.0
'2020-05-27 15:20:57.0,'2020-05-27 15:22:25.0,324117104,400916,162B,,0.0,142.42,0.0,0.0,0.0
'2020-05-27 15:16:52.0,'2020-05-27 15:19:36.0,324116150,400914,CC,National,0.0,91.28,0.0,0.0,0.0
'2020-05-27 15:14:04.0,'2020-05-27 15:17:17.0,324115583,400913,162B,,0.0,127.51,0.0,0.0,0.0
'2020-05-27 15:08:55.0,'2020-05-27 15:11:01.0,324114412,400909,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 15:01:42.0,'2020-05-27 15:04:07.0,324112743,400904,ICIB,,0.0,123.62,0.0,0.0,0.0
'2020-05-27 14:57:50.0,'2020-05-27 14:59:32.0,324111861,400902,CC,National,0.0,108.02,0.0,0.0,0.0
'2020-05-27 14:57:12.0,'2020-05-27 14:58:52.0,324111750,400901,VISA,National,0.0,60.9,0.0,0.0,0.0
'2020-05-27 14:55:31.0,'2020-05-27 14:58:07.0,324111389,400897,CC,National,0.0,108.02,0.0,0.0,0.0
'2020-05-27 14:54:12.0,'2020-05-27 14:56:53.0,324111130,400891,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 14:49:46.0,'2020-05-27 14:51:15.0,324110077,400887,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 14:44:40.0,'2020-05-27 14:47:12.0,324108951,400878,CC,National,0.0,111.0,0.0,0.0,0.0
'2020-05-27 14:43:32.0,'2020-05-27 14:45:34.0,324108721,400877,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-05-27 14:37:26.0,'2020-05-27 14:38:43.0,324107326,400869,ICIB,,0.0,138.75,0.0,0.0,0.0
'2020-05-27 14:35:09.0,'2020-05-27 14:37:08.0,324106879,400866,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-05-27 14:33:38.0,'2020-05-27 14:34:43.0,324106546,400863,PAYTM,,0.0,61.23,0.0,0.0,0.0
'2020-05-27 14:32:31.0,'2020-05-27 14:33:47.0,324106286,400862,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-05-27 14:32:24.0,'2020-05-27 14:34:16.0,324106253,400861,CC,National,0.0,123.62,0.0,0.0,0.0
'2020-05-27 14:26:47.0,'2020-05-27 14:29:13.0,324104959,400855,CC,National,0.0,112.38,0.0,0.0,0.0
'2020-05-27 14:24:41.0,'2020-05-27 14:27:36.0,324104504,400853,SBIB,,0.0,142.42,0.0,0.0,0.0
'2020-05-27 14:19:42.0,'2020-05-27 14:20:47.0,324103362,400849,PHONEPE,,0.0,149.99,0.0,0.0,0.0
'2020-05-27 14:18:22.0,'2020-05-27 14:19:12.0,324103088,400845,CC,National,0.0,129.58,0.0,0.0,0.0
'2020-05-27 14:13:39.0,'2020-05-27 14:15:35.0,324101970,400841,PHONEPE,,0.0,126.37,0.0,0.0,0.0
'2020-05-27 14:10:48.0,'2020-05-27 14:14:26.0,324101260,400840,CC,National,0.0,108.94,0.0,0.0,0.0
'2020-05-27 14:09:32.0,'2020-05-27 14:12:20.0,324100872,400839,PAYTM,,0.0,98.85,0.0,0.0,0.0
'2020-05-27 14:08:55.0,'2020-05-27 14:12:41.0,324100747,400837,UPI,,0.0,0.0,0.0,0.0,0.0
'2020-05-27 14:07:59.0,'2020-05-27 14:11:48.0,324100524,400836,PHONEPE,,0.0,116.05,0.0,0.0,0.0
'2020-05-27 14:04:47.0,'2020-05-27 14:06:03.0,324099822,400835,PAYTM,,0.0,180.72,0.0,0.0,0.0
'2020-05-27 13:46:14.0,'2020-05-27 13:46:57.0,324095303,400833,UPI,,0.0,0.0,0.0,0.0,0.0
